row,col,fitted_celltype,Dataset,PCA1,PCA2,UMAP1,UMAP2,UMAP1_cluster,domain_cluster,Tumor_label
real_944,211.2151,95.75433,Stromal,Xenium Reference,5.54722612821403,-2.57484030725126,6.41476987564536,-3.20685230342675,3,Domain 1,Tumor
real_945,200.1694,97.18075,Endothelial,Xenium Reference,7.27078123429733,1.22141202586419,6.88418697082968,-20.760002599638,7,Domain 3,Tumor
real_946,200.1721,98.12128,Endothelial,Xenium Reference,7.71001630098404,1.31844178799924,6.36746000015708,-20.4052204951458,7,Domain 3,Tumor
real_947,203.5656,97.09751,Invasive_Tumor,Xenium Reference,2.07378817574926,-3.35355715292448,9.53702043259116,-3.5828397139721,3,Domain 1,Tumor
real_948,201.3144,98.23568,Endothelial,Xenium Reference,7.96301104294333,-0.739612685480675,7.35640786850424,-21.2657875880413,7,Domain 3,Tumor
real_949,205.235,99.56837,Invasive_Tumor,Xenium Reference,0.898583281963917,-2.99775988025072,8.94607995712729,-2.93920217601586,3,Domain 1,Tumor
real_950,202.2966,99.60563,CD8+_T_Cells,Xenium Reference,5.76020671734179,-1.68828734784416,6.28058885300131,-10.9433693751507,6,Domain 2,Stromal
real_951,200.8767,100,Stromal,Xenium Reference,6.81873887038471,0.108066209808704,3.38361190521689,-16.1351656779461,6,Domain 2,Stromal
real_952,253.3139,23.91943,Prolif_Invasive_Tumor,Xenium Reference,-5.01480358925043,-3.01992958590395,3.09567426407309,10.1138682499714,4,Domain 1,Tumor
real_953,246.6725,23.61318,Macrophages_1,Xenium Reference,-0.936266570808783,-2.36920343981631,5.95897268021079,-12.8862280711346,6,Domain 2,Stromal
real_954,252.2024,24.36966,Invasive_Tumor,Xenium Reference,-4.91677459230795,-3.35507706045674,8.58069966995688,13.6743617192097,2,Domain 1,Tumor
real_955,245.2542,24.87624,Macrophages_1,Xenium Reference,-1.7652362438079,-2.17007580803688,5.98557685577841,-12.9421753749065,6,Domain 2,Stromal
real_956,242.9294,24.26048,Invasive_Tumor,Xenium Reference,-3.86590897531495,-2.8474718681963,7.07566522324057,4.43499041946601,3,Domain 1,Tumor
real_957,249.6319,23.78433,Invasive_Tumor,Xenium Reference,-2.76005384760697,-3.37032390298152,7.39781545364829,3.11593772323798,3,Domain 1,Tumor
real_958,251.5899,25.23419,Invasive_Tumor,Xenium Reference,-5.11040165070979,-3.33366011736793,10.0538833018539,11.8358454838581,2,Domain 1,Tumor
real_959,249.1855,25.47611,Invasive_Tumor,Xenium Reference,-3.88552788310591,-3.05679058627732,7.17471860611411,4.59894753845405,3,Domain 1,Tumor
real_960,248.066,24.89459,Invasive_Tumor,Xenium Reference,-2.30789726045295,-3.02961307488855,6.92949889862509,2.80075217636298,3,Domain 1,Tumor
real_961,241.3082,26.01919,Invasive_Tumor,Xenium Reference,-4.23271647253351,-3.01052469405129,7.90153001511069,7.41304255874824,2,Domain 1,Tumor
real_962,252.2602,26.53385,Invasive_Tumor,Xenium Reference,-5.14066748301598,-3.29778345203459,10.6892144557235,12.3717541828937,2,Domain 1,Tumor
real_963,246.4267,26.40339,Invasive_Tumor,Xenium Reference,-2.94220631475515,-2.66601959210772,6.58138297760459,4.21571875961494,3,Domain 1,Tumor
real_964,253.3854,26.77466,Invasive_Tumor,Xenium Reference,-4.73026268751891,-3.12547188745241,9.22022508347006,11.1110873356647,2,Domain 1,Tumor
real_965,248.3638,27.01489,Invasive_Tumor,Xenium Reference,-4.07321607011802,-3.1689578428602,7.21899007523032,4.63708115966987,3,Domain 1,Tumor
real_966,250.5528,27.05294,Invasive_Tumor,Xenium Reference,-5.14996768293404,-3.42804755152163,11.2945916529891,12.3761210575886,2,Domain 1,Tumor
real_967,246.1318,28.77321,Prolif_Invasive_Tumor,Xenium Reference,-3.34720121680588,-2.71825423655859,5.41377519333335,7.22606707962226,4,Domain 1,Tumor
real_968,252.3606,29.44015,Invasive_Tumor,Xenium Reference,-5.17118424318369,-3.43476157809757,8.12759088242026,11.6941094532795,2,Domain 1,Tumor
real_969,244.1112,28.89149,Invasive_Tumor,Xenium Reference,-3.23465021612585,-2.41804953257206,7.97329210007163,7.67301608474921,2,Domain 1,Tumor
real_970,242.7902,29.60205,Invasive_Tumor,Xenium Reference,-3.57226597505214,-2.33169644926809,10.3249947901961,9.88403846176337,2,Domain 1,Tumor
real_971,240.3042,29.47671,Stromal,Xenium Reference,-2.73750694336628,-2.23033248662749,5.55601714813681,8.42890502365302,4,Domain 1,Tumor
real_972,248.4749,29.5328,Invasive_Tumor,Xenium Reference,-4.74450987293698,-3.6961098697221,9.12902711594077,10.8530306950397,2,Domain 1,Tumor
real_973,242.2311,30.60903,Invasive_Tumor,Xenium Reference,-3.54268579717862,-2.58060388035947,8.05782865250083,7.84267093094062,2,Domain 1,Tumor
real_974,245.0865,31.69502,Stromal,Xenium Reference,-1.96102034735325,-2.2904010610262,2.74371670448752,-12.0606608256512,6,Domain 2,Stromal
real_975,240.4482,31.37032,Invasive_Tumor,Xenium Reference,-3.06074108699364,-2.40970015947801,6.43461393082114,7.24852801712226,4,Domain 1,Tumor
real_976,251.2646,31.3608,Invasive_Tumor,Xenium Reference,-5.6863326215043,-4.05014737581797,7.12120031082602,13.2909407749958,2,Domain 1,Tumor
real_977,247.3255,31.72484,Invasive_Tumor,Xenium Reference,-3.81838219467612,-3.55067194878711,9.26229928696127,10.086022867281,2,Domain 1,Tumor
real_978,240.3616,32.55482,Invasive_Tumor,Xenium Reference,-3.38243424143904,-2.72804700857334,6.47578262054892,7.14037562759589,4,Domain 1,Tumor
real_979,248.024,32.7144,Invasive_Tumor,Xenium Reference,-3.98653759126091,-3.77012595158576,10.8059747096297,11.3050856724567,2,Domain 1,Tumor
real_980,251.0795,32.80349,Invasive_Tumor,Xenium Reference,-5.3464134462033,-4.15106651327948,7.63162778580161,14.0568843022175,2,Domain 1,Tumor
real_981,246.4334,33.38303,Stromal,Xenium Reference,-2.4866105873611,-3.21949935143487,6.86786435806723,8.28257419021796,4,Domain 1,Tumor
real_982,249.3865,32.90151,Invasive_Tumor,Xenium Reference,-4.56080557671996,-4.15021950930369,9.51435064041586,12.9672446385212,2,Domain 1,Tumor
real_983,242.6922,33.15783,Invasive_Tumor,Xenium Reference,-3.89027523193303,-2.88538675690945,6.41268323624106,7.18559600265693,4,Domain 1,Tumor
real_984,252.5611,33.39138,Prolif_Invasive_Tumor,Xenium Reference,-5.07012296460606,-3.50088736557689,2.21106289589377,9.43364764602851,4,Domain 1,Tumor
real_985,241.2076,34.23998,Invasive_Tumor,Xenium Reference,-4.92131804615385,-3.31769990618035,5.24217056000205,9.36066008957099,4,Domain 1,Tumor
real_986,248.8757,34.46771,Invasive_Tumor,Xenium Reference,-3.10490595878867,-4.20712187908137,7.76533673965903,4.32359553726386,3,Domain 1,Tumor
real_987,247.0924,34.60423,Invasive_Tumor,Xenium Reference,-2.72227243175075,-3.70006470035056,7.27637265884848,8.19222594650458,2,Domain 1,Tumor
real_988,253.3176,34.47837,Invasive_Tumor,Xenium Reference,-4.80722815115835,-3.24174523959897,4.73455070221396,12.0902209416218,4,Domain 1,Tumor
real_989,250.7312,34.87873,Invasive_Tumor,Xenium Reference,-3.30555771039334,-4.04961452885075,7.37296651566,3.99709512146186,3,Domain 1,Tumor
real_990,252.0662,34.90356,Prolif_Invasive_Tumor,Xenium Reference,-3.69940613712226,-3.42231562881184,2.6904361125228,8.53157855423163,4,Domain 1,Tumor
real_991,242.3749,34.78642,Invasive_Tumor,Xenium Reference,-4.60948557257134,-3.35056228088774,8.36904786789389,9.95692016037177,2,Domain 1,Tumor
real_992,240.7111,35.1558,Invasive_Tumor,Xenium Reference,-4.70986524747019,-3.05427637145037,7.97234128677817,9.11475135238837,2,Domain 1,Tumor
real_993,248.7317,35.99551,Stromal,Xenium Reference,-0.815507756742449,-3.65338455902093,7.90042184555502,1.68389345558356,3,Domain 1,Tumor
real_994,244.4876,34.94206,Invasive_Tumor,Xenium Reference,-3.68730402418673,-3.61749706206341,8.47289346420737,9.20017482193183,2,Domain 1,Tumor
real_995,246.282,36.05842,Invasive_Tumor,Xenium Reference,-2.63935108119608,-3.6086104633022,8.84369443619223,8.81766082199286,2,Domain 1,Tumor
real_996,242.1454,36.25031,Invasive_Tumor,Xenium Reference,-5.3079945734166,-3.56595421849972,9.79186128342124,13.4619479313679,2,Domain 1,Tumor
real_997,252.8058,36.47634,Invasive_Tumor,Xenium Reference,-3.07601216651416,-3.33213337351747,8.33620523178549,2.73473621757697,3,Domain 1,Tumor
real_998,244.6567,37.16304,Invasive_Tumor,Xenium Reference,-4.23806577814262,-4.08589655010304,11.2698190089461,11.2835497990436,2,Domain 1,Tumor
real_999,250.7998,37.54252,Endothelial,Xenium Reference,1.77353496840627,-1.70829747333855,8.46727727615805,-19.8712773188763,7,Domain 3,Tumor
real_1000,246.5677,37.86775,Invasive_Tumor,Xenium Reference,-1.93248477784423,-3.62844537480702,7.76018785202475,2.639003051836,3,Domain 1,Tumor
real_1001,254.0752,38.66574,Invasive_Tumor,Xenium Reference,-3.03412849446302,-3.22771469405645,8.92899488174887,1.4193313256092,3,Domain 1,Tumor
real_1002,242.7473,37.95272,Invasive_Tumor,Xenium Reference,-5.31775787074723,-3.78327127140485,9.16833471024008,12.6428361073322,2,Domain 1,Tumor
real_1003,248.965,38.46045,Stromal,Xenium Reference,1.45987099853984,-1.9038920918231,3.10076402389975,-12.416083799284,6,Domain 2,Stromal
real_1004,240.4278,37.8109,Prolif_Invasive_Tumor,Xenium Reference,-5.24720349210711,-3.112248149716,3.68842767441245,10.2522025242634,4,Domain 1,Tumor
real_1005,254.5588,23.55183,Invasive_Tumor,Xenium Reference,-5.14507686740019,-2.70395989334441,4.38849900925131,10.4512801304645,4,Domain 1,Tumor
real_1006,254.9973,27.13888,Stromal,Xenium Reference,-3.78891293309977,-2.59011622439321,6.33229516708823,9.95741225631904,4,Domain 1,Tumor
real_1007,255.8297,29.96952,Invasive_Tumor,Xenium Reference,-5.07311814026214,-3.25834296662446,9.06430219376059,12.3271145954914,2,Domain 1,Tumor
real_1008,254.5898,32.01703,Invasive_Tumor,Xenium Reference,-5.53666298688181,-3.27704601642019,5.35609315597983,11.8999781742878,4,Domain 1,Tumor
real_1009,257.2275,32.0814,Invasive_Tumor,Xenium Reference,-5.61811015148558,-3.67907961309982,9.50905584061118,12.1841969624348,2,Domain 1,Tumor
real_1010,257.4784,29.1824,Invasive_Tumor,Xenium Reference,-5.07736058564881,-3.42471182462978,7.5331923838851,11.4587588444538,2,Domain 1,Tumor
real_1011,256.3783,33.32368,Invasive_Tumor,Xenium Reference,-5.45495436332435,-3.59514436811698,7.76031469070883,12.3143515721149,2,Domain 1,Tumor
real_1012,254.9025,34.14553,Invasive_Tumor,Xenium Reference,-5.53641743213765,-3.44283917263371,7.17643426620932,13.4253096714802,2,Domain 1,Tumor
real_1013,257.4693,34.50081,Invasive_Tumor,Xenium Reference,-5.16481702715655,-3.2719570313893,9.6368472453353,12.1260180607624,2,Domain 1,Tumor
real_1014,255.222,35.49508,Invasive_Tumor,Xenium Reference,-5.45495228476387,-3.27018890307406,9.2753331538436,12.7924037113972,2,Domain 1,Tumor
real_1015,256.8741,36.33244,Invasive_Tumor,Xenium Reference,-4.69818101433782,-2.94267292991763,7.03075574600668,9.6507115498371,4,Domain 1,Tumor
real_1016,254.8807,36.74769,Invasive_Tumor,Xenium Reference,-4.91568357386779,-3.11154504272664,9.72259973251792,10.0204501286335,2,Domain 1,Tumor
real_1017,258.3577,38.11687,Invasive_Tumor,Xenium Reference,-4.16163485578615,-2.85756770145998,7.31984780991049,9.21294738205146,2,Domain 1,Tumor
real_1018,256.6284,38.52464,Invasive_Tumor,Xenium Reference,-4.86487949577236,-2.99662440468439,7.00901244842978,9.6266923085041,4,Domain 1,Tumor
real_1019,255.8213,37.60911,Invasive_Tumor,Xenium Reference,-4.97237101363132,-3.51137847294668,8.17843221390219,10.7005648747272,2,Domain 1,Tumor
real_1020,256.0104,24.98967,Invasive_Tumor,Xenium Reference,-4.56379230669032,-2.38443939268555,6.11563562118979,10.2619662419147,4,Domain 1,Tumor
real_1021,257.7233,22.93551,Prolif_Invasive_Tumor,Xenium Reference,-4.83015843670918,-2.37429973374293,3.17792152130576,9.83240558059882,4,Domain 1,Tumor
real_1022,258.1233,24.87884,Invasive_Tumor,Xenium Reference,-4.38950321701414,-2.42567885950839,7.72087930405112,8.51739455612372,2,Domain 1,Tumor
real_1023,244.8858,39.18933,Invasive_Tumor,Xenium Reference,-4.34462732915883,-3.61548369310708,8.98737310135336,10.0721526280231,2,Domain 1,Tumor
real_1024,211.6947,45.19215,Invasive_Tumor,Xenium Reference,-3.97074089475739,-3.01697021508483,8.36031316482993,7.3731465473957,2,Domain 1,Tumor
real_1025,214.6847,44.90688,Invasive_Tumor,Xenium Reference,-4.72048799190911,-2.58225690224645,8.57358907425376,12.0270724430866,2,Domain 1,Tumor
real_1026,205.3643,45.2524,Invasive_Tumor,Xenium Reference,-2.45462726394206,-2.30281155469042,7.05366109573813,2.97809125335883,3,Domain 1,Tumor
real_1027,207.3769,45.40838,Invasive_Tumor,Xenium Reference,-3.55904509065089,-2.94769324977181,10.1049744960067,7.65416194351386,2,Domain 1,Tumor
real_1028,202.5681,44.80332,Invasive_Tumor,Xenium Reference,0.680799210614202,-1.11740504500201,3.37999175751181,-12.0358595713787,6,Domain 2,Stromal
real_1029,209.4215,45.70885,Invasive_Tumor,Xenium Reference,-3.04988451096654,-2.94958546281687,6.53629516327353,8.58032084854316,4,Domain 1,Tumor
real_1030,208.8326,47.50693,Prolif_Invasive_Tumor,Xenium Reference,-3.22318597069507,-2.68752054286623,6.76510976517172,8.48014880569648,4,Domain 1,Tumor
real_1031,202.9275,46.47325,Endothelial,Xenium Reference,1.36864958449127,-0.982443724250795,3.5711791392562,-12.0555262431316,6,Domain 2,Stromal
real_1032,205.7556,47.99101,Invasive_Tumor,Xenium Reference,-2.9032841821102,-2.93418701522154,8.35827325546713,5.97331572921943,3,Domain 1,Tumor
real_1033,200.0023,46.64336,Prolif_Invasive_Tumor,Xenium Reference,0.266212186991635,1.58413599580515,-11.9976952198747,1.40677882583808,5,Domain 4,Tumor
real_1034,201.2098,47.3533,Invasive_Tumor,Xenium Reference,0.100859526301215,0.436237731757652,-11.5077707890275,1.57170797737311,3,Domain 1,Tumor
real_1035,214.3084,47.79822,Prolif_Invasive_Tumor,Xenium Reference,-3.83701379088974,-2.91544638380606,4.26961158478232,8.39375068100165,4,Domain 1,Tumor
real_1036,201.7115,49.74189,Invasive_Tumor,Xenium Reference,-2.79412867810693,-1.080864978554,7.47804807388754,3.29410983474921,3,Domain 1,Tumor
real_1037,215.8303,50.0942,Invasive_Tumor,Xenium Reference,-4.17255192141306,-3.47214996870222,7.35501168930502,13.6382146015949,2,Domain 1,Tumor
real_1038,205.5243,50.8417,Invasive_Tumor,Xenium Reference,-4.3826830621586,-3.4130752314743,12.0086915370223,11.683076395113,2,Domain 1,Tumor
real_1039,208.298,50.93408,Invasive_Tumor,Xenium Reference,-2.94940032524367,-3.12827229073762,5.5783960696456,7.25142146499824,4,Domain 1,Tumor
real_1040,203.8716,51.94511,Invasive_Tumor,Xenium Reference,-5.06012375534671,-3.03190691821918,11.962924706578,11.701218141634,2,Domain 1,Tumor
real_1041,202.4209,51.92472,Invasive_Tumor,Xenium Reference,-5.05590990135417,-2.27369051825745,11.1022336360213,11.578282846529,2,Domain 1,Tumor
real_1042,205.3816,53.31852,Invasive_Tumor,Xenium Reference,-4.08948475354253,-3.28375736451587,12.0180060740706,11.5945162907429,2,Domain 1,Tumor
real_1043,202.0512,54.36611,Invasive_Tumor,Xenium Reference,-4.79613710565461,-1.00137613833985,11.6489798899886,10.8847708836384,2,Domain 1,Tumor
real_1044,204.4937,54.42006,Invasive_Tumor,Xenium Reference,-3.68796371115516,-3.47920294601988,12.0343482371566,11.3432908192463,3,Domain 1,Tumor
real_1045,206.3615,54.50655,Invasive_Tumor,Xenium Reference,-2.77502310009846,-2.72984681446118,6.34583877289267,1.04756237419318,3,Domain 1,Tumor
real_1046,208.5062,54.17152,Invasive_Tumor,Xenium Reference,-1.38991999423452,-2.76949693640977,6.18951677048178,0.875227703172675,3,Domain 1,Tumor
real_1047,207.7624,54.45506,Invasive_Tumor,Xenium Reference,-1.2094247561861,-2.6806621915582,6.28230451309653,0.786316169816962,3,Domain 1,Tumor
real_1048,206.92,55.31891,Invasive_Tumor,Xenium Reference,-1.03865071883343,-2.73422767356598,6.18693898880454,0.714113606531134,3,Domain 1,Tumor
real_1049,211.4243,55.931,Invasive_Tumor,Xenium Reference,-1.6688631699134,-2.89798890969372,6.24750493729086,1.04550339134406,3,Domain 1,Tumor
real_1050,200.6554,56.40947,Invasive_Tumor,Xenium Reference,-4.13407408563658,1.78200065236378,7.28201745712729,8.75379516037177,1,Domain 4,Tumor
real_1051,208.0462,55.31759,Invasive_Tumor,Xenium Reference,-0.341492294882753,-3.04634144559092,6.21584056580039,0.45334590824317,3,Domain 1,Tumor
real_1052,213.9704,55.92182,Stromal,Xenium Reference,-1.61198941166282,-2.68265229725373,6.18539308273764,5.73577834518622,6,Domain 2,Stromal
real_1053,209.0443,55.72228,Macrophages_1,Xenium Reference,1.03425462565276,-2.11282343298274,5.9314234133956,-13.7113995417767,6,Domain 2,Stromal
real_1054,207.8574,56.88628,Macrophages_1,Xenium Reference,1.80349574189514,-1.80603789982149,7.35355161392661,-10.8628811701946,6,Domain 2,Stromal
real_1055,209.829,57.4581,Invasive_Tumor,Xenium Reference,-1.63460971658054,-2.91801234146851,6.34833978378745,0.60252131374549,3,Domain 1,Tumor
real_1056,205.0349,57.51551,Stromal,Xenium Reference,3.61232811411304,-2.03734254024763,3.33277248108359,-12.7054848536663,6,Domain 2,Stromal
real_1057,212.9204,57.74635,Invasive_Tumor,Xenium Reference,-2.96993758904368,-2.66843042826752,6.23896573746176,3.35454942138862,3,Domain 1,Tumor
real_1058,214.8023,58.88383,Invasive_Tumor,Xenium Reference,-2.17819305253514,-2.87708560751035,5.8523366328475,3.02675963791083,3,Domain 1,Tumor
real_1059,210.6349,58.96101,Invasive_Tumor,Xenium Reference,-3.32600781206582,-3.01800907725217,6.95852636063071,3.0434494152851,3,Domain 1,Tumor
real_1060,212.317,47.27404,Macrophages_1,Xenium Reference,-2.75965058504902,-2.6106178053576,6.34227346146079,6.72738076599311,4,Domain 1,Tumor
real_1061,214.5136,49.34828,Invasive_Tumor,Xenium Reference,-3.56870598964207,-3.28065758870837,5.92170928680869,4.04906417282294,3,Domain 1,Tumor
real_1062,211.2827,50.59961,Stromal,Xenium Reference,-0.712037778406425,-2.54357413661065,2.7487947818038,-12.2350468501263,6,Domain 2,Stromal
real_1063,209.8236,52.23852,Invasive_Tumor,Xenium Reference,-1.84403571037943,-2.99554439569316,5.56647561752768,2.5293953553028,3,Domain 1,Tumor
real_1064,213.2891,53.47118,Stromal,Xenium Reference,-0.180920985911243,-2.22979765418206,2.63509129250022,-12.3337426051312,6,Domain 2,Stromal
real_1065,215.3953,53.73093,Invasive_Tumor,Xenium Reference,-2.58186184161968,-2.94244369891805,4.38838742935629,5.58323813827704,4,Domain 1,Tumor
real_1066,206.4437,53.01677,Invasive_Tumor,Xenium Reference,-3.69672439609055,-3.06250287790337,12.0953004237411,11.1229863301105,3,Domain 1,Tumor
real_1067,210.0655,53.49427,Invasive_Tumor,Xenium Reference,-1.62268403590065,-3.39875399727873,6.27841829025717,1.24457765968513,3,Domain 1,Tumor
real_1068,207.364,53.30744,Invasive_Tumor,Xenium Reference,-3.05259170284201,-2.81022660440595,6.53540490829917,1.48996378334235,3,Domain 1,Tumor
real_1069,211.9781,54.35022,Invasive_Tumor,Xenium Reference,-1.0370634534518,-2.60539444424776,5.65529369080039,2.10918427856635,3,Domain 1,Tumor
real_1070,210.0275,54.78891,Invasive_Tumor,Xenium Reference,-1.03228616773311,-3.01486638007984,6.3801538821456,0.63768280895423,3,Domain 1,Tumor
real_1071,204.387,55.86767,Invasive_Tumor,Xenium Reference,-1.42438467219543,-3.18927872876381,6.1513416644332,0.604113949853888,3,Domain 1,Tumor
real_1072,202.9157,59.22145,Invasive_Tumor,Xenium Reference,0.918126381300412,0.643686118133739,8.10023664200278,-2.1542776092701,3,Domain 1,Tumor
real_1073,216.6879,44.37252,Invasive_Tumor,Xenium Reference,-3.9501457647716,-2.72632483945815,5.56129287445517,3.9395880833454,3,Domain 1,Tumor
real_1074,216.8185,45.47399,Prolif_Invasive_Tumor,Xenium Reference,-4.84551733840048,-2.55686196119453,3.371417271733,9.15701629074286,4,Domain 1,Tumor
real_1075,215.7117,46.34099,Prolif_Invasive_Tumor,Xenium Reference,-4.79844879975834,-2.77502669577261,2.78032301628562,9.55548907669257,4,Domain 1,Tumor
real_1076,217.4353,47.1236,Invasive_Tumor,Xenium Reference,-5.27339451638905,-3.15598653396705,7.06670640671225,13.8564496174641,2,Domain 1,Tumor
real_1077,217.3323,49.92187,Invasive_Tumor,Xenium Reference,-4.82892899686346,-3.38671689449684,7.60480951034995,13.4204449787922,2,Domain 1,Tumor
real_1078,214.5776,51.02878,Invasive_Tumor,Xenium Reference,-2.94213874607418,-3.37702361921148,5.29760764801474,3.67400409134101,3,Domain 1,Tumor
real_1079,216.0889,52.23003,Invasive_Tumor,Xenium Reference,-3.54044167304605,-2.93625623497712,5.39806340897055,4.38856889160346,4,Domain 1,Tumor
real_1080,218.2572,53.08532,Prolif_Invasive_Tumor,Xenium Reference,-4.57012253264693,-2.48669765401234,2.71501969063254,9.36389972122382,4,Domain 1,Tumor
real_1081,217.8972,55.54715,Invasive_Tumor,Xenium Reference,-2.90898818842297,-2.59691062128589,5.69102405273886,3.18859816940497,3,Domain 1,Tumor
real_1082,216.9244,56.90539,Invasive_Tumor,Xenium Reference,-1.49463203202618,-2.7427500250441,5.79557441437216,2.69823242576789,3,Domain 1,Tumor
real_1083,225.0508,43.76774,Endothelial,Xenium Reference,3.17740965959517,-1.29095356054042,8.60519670212241,-20.4386238917523,7,Domain 3,Tumor
real_1084,222.4826,43.88138,Macrophages_1,Xenium Reference,1.36220004685737,-1.86390879896901,5.81130288803549,-13.3111548289471,6,Domain 2,Stromal
real_1085,233.8175,44.33613,Stromal,Xenium Reference,1.16162759161135,-2.99474083725811,9.93797086441489,-3.41644977180291,3,Domain 1,Tumor
real_1086,228.3255,44.66319,Invasive_Tumor,Xenium Reference,-2.24137748289556,-3.30264678370538,10.2734191294906,-0.403572545927057,3,Domain 1,Tumor
real_1087,229.5193,44.22814,Invasive_Tumor,Xenium Reference,-2.57322058223067,-3.48188177119031,9.8888585444686,-0.784080909173975,3,Domain 1,Tumor
real_1088,226.2699,43.79108,Endothelial,Xenium Reference,1.53177274685593,-2.09441131750421,6.91392825806113,-18.8616986140423,7,Domain 3,Tumor
real_1089,221.8756,45.30004,Invasive_Tumor,Xenium Reference,-1.90506702392757,-2.18192661622035,7.63612436020346,1.16623307617377,3,Domain 1,Tumor
real_1090,239.6375,44.63442,Invasive_Tumor,Xenium Reference,-4.75758746147436,-3.45142336785259,8.30433725082846,10.3798613682575,2,Domain 1,Tumor
real_1091,231.3653,44.86723,Invasive_Tumor,Xenium Reference,-0.0258752017327233,-3.4339223971777,10.0080735560653,-3.3759407862835,3,Domain 1,Tumor
real_1092,227.6714,46.04768,Invasive_Tumor,Xenium Reference,-1.78401075441437,-2.50111398718642,10.151380288243,-0.101151095312128,3,Domain 1,Tumor
real_1093,237.4183,45.76428,Invasive_Tumor,Xenium Reference,-0.544753003234507,-3.19347092702518,9.969402062535,-2.83331261722375,3,Domain 1,Tumor
real_1094,225.0226,46.67438,Prolif_Invasive_Tumor,Xenium Reference,-1.4647900789531,-2.113609773921,9.37276719772788,-0.0634908541851136,3,Domain 1,Tumor
real_1095,232.8252,46.36851,Stromal,Xenium Reference,5.41749225110564,-2.50092848084772,9.30597375595542,-6.0397705897503,7,Domain 3,Tumor
real_1096,222.2452,46.35716,Invasive_Tumor,Xenium Reference,-2.77087439447876,-2.75810826474677,8.05985997879477,2.11145068557929,3,Domain 1,Tumor
real_1097,220.0839,45.83668,Invasive_Tumor,Xenium Reference,-4.09562563044343,-2.99413716573369,7.65822862350913,5.06755257995795,2,Domain 1,Tumor
real_1098,230.5695,47.6609,Endothelial,Xenium Reference,6.18508900080098,-2.11921728952455,5.44719241821738,-22.3251061305218,7,Domain 3,Tumor
real_1099,223.2065,47.79767,Invasive_Tumor,Xenium Reference,-4.03958251149884,-2.77219427898492,8.39792989456626,5.90183068664741,3,Domain 1,Tumor
real_1100,232.3769,48.7166,Endothelial,Xenium Reference,10.2452716519871,-1.49291795392217,5.22877238953085,-22.9042363032513,7,Domain 3,Tumor
real_1101,234.6294,47.31535,Endothelial,Xenium Reference,8.09082968891497,-1.94257475411116,5.45296882355185,-22.630177007597,7,Domain 3,Tumor
real_1102,238.6395,48.19242,Invasive_Tumor,Xenium Reference,-1.81173033076023,-3.6217156490161,9.9961354609725,-2.5272315606289,3,Domain 1,Tumor
real_1103,236.102,48.511,Stromal,Xenium Reference,6.70988103191794,-2.55975593184348,9.24965833389731,-6.23094223586846,7,Domain 3,Tumor
real_1104,219.7684,48.22465,Invasive_Tumor,Xenium Reference,-5.23994886333106,-3.33707405900012,7.57048486435385,13.5167622700519,2,Domain 1,Tumor
real_1105,224.4068,48.9026,Invasive_Tumor,Xenium Reference,-4.71074673168249,-2.380357361476,3.98511098587485,8.93712092788886,4,Domain 1,Tumor
real_1106,227.3409,48.43178,Invasive_Tumor,Xenium Reference,-1.36154035237757,-2.41418325030007,10.0623977061507,-2.60369227973748,3,Domain 1,Tumor
real_1107,233.6298,49.83995,Endothelial,Xenium Reference,11.6745584280157,-1.30515802868365,5.24535440170737,-22.9174618586712,7,Domain 3,Tumor
real_1108,239.5983,49.53733,Invasive_Tumor,Xenium Reference,-3.70576296430816,-3.39461314324087,9.25256036484213,1.82947946937751,3,Domain 1,Tumor
real_1109,220.5154,49.39918,Invasive_Tumor,Xenium Reference,-5.36013838304529,-2.85468453670534,7.23870347702475,14.0006022587604,2,Domain 1,Tumor
real_1110,235.0897,50.14558,Endothelial,Xenium Reference,10.0911471075977,-2.17816746623975,5.26180194580527,-22.8806595668011,7,Domain 3,Tumor
real_1111,228.586,50.51724,Invasive_Tumor,Xenium Reference,3.63874240207075,-2.64190127029828,9.30561708176108,-5.81564663497735,3,Domain 1,Tumor
real_1112,236.918,50.45543,Stromal,Xenium Reference,4.30059756343147,-3.6994972909368,9.29078553879233,-5.84200094787408,3,Domain 1,Tumor
real_1113,225.2944,50.27611,Invasive_Tumor,Xenium Reference,-4.53827390087817,-2.16255846061863,7.53433011734458,6.80551482589911,3,Domain 1,Tumor
real_1114,222.8395,50.52136,Prolif_Invasive_Tumor,Xenium Reference,-5.60324114707158,-1.99892357882122,3.47668384277793,11.3908963337727,4,Domain 1,Tumor
real_1115,220.3378,51.03321,Prolif_Invasive_Tumor,Xenium Reference,-5.43435221053511,-2.29846182938418,2.28148769104453,9.83974887283515,4,Domain 1,Tumor
real_1116,238.3123,51.02327,Invasive_Tumor,Xenium Reference,-0.669495734052114,-4.07935865144338,9.93022512161704,-3.21364163009454,3,Domain 1,Tumor
real_1117,225.3301,51.70322,Invasive_Tumor,Xenium Reference,-4.6621055870691,-1.8911058778545,3.84743951523276,8.38698436172675,4,Domain 1,Tumor
real_1118,230.5902,51.28378,Endothelial,Xenium Reference,10.722076255555,-1.82477442800938,5.26083348953696,-22.8856453761273,7,Domain 3,Tumor
real_1119,235.3723,52.21106,Endothelial,Xenium Reference,10.1847738463873,-2.27773949003957,5.24141477310629,-22.8611054286175,7,Domain 3,Tumor
