,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,C_10,C_11,C_12,C_13,C_14,C_15,C_16,C_17,C_18,C_19,C_20,C_21,C_22,C_23,C_24,C_25,C_26,C_27,C_28,C_29,C_30,C_31,C_32,C_33,C_34,C_35,C_36,C_37,C_38,C_39,C_40,C_41,C_42,C_43,C_44,C_45,C_46,C_47,C_48,C_49,C_50,C_51,C_52,C_53,C_54,C_55,C_56,C_57,C_58,C_59,C_60,C_61,C_62,C_63,C_64,C_65,C_66,C_67,C_68,C_69,C_70,C_71,C_72,C_73,C_74,C_75,C_76,C_77,C_78,C_79,C_80,C_81,C_82,C_83,C_84,C_85,C_86,C_87,C_88,C_89,C_90,C_91,C_92,C_93,C_94,C_95,C_96,C_97,C_98,C_99,C_100
KARS,0.99140525,1.8844428,1.7934543,1.1374896,1.4004831,1.1273764,1.6914346,1.9643867,0.8724263,0.92354965,1.0724399,2.0368474,1.5096464,1.3970721,1.0861284,1.7472513,1.44997,1.6623741,1.1911039,1.1446191,0.9683962,1.145051,1.2281396,1.9111849,1.382279,1.7211231,1.1118586,1.1834736,1.4413154,0.9229358,1.789964,1.4388248,1.013429,2.16826,1.443026,1.6626527,1.1054379,1.8988416,0.83069247,1.7696263,0.97969973,1.0364571,1.2979491,1.1265368,1.1414151,0.9335761,1.7856914,2.0726228,1.8497623,1.0961132,1.5316131,1.999779,0.9189865,1.2222308,1.1901078,1.2441746,1.3746692,1.0590779,0.84554577,1.5449497,0.9103623,2.1057334,1.0123115,0.96662694,1.0908176,2.1538494,0.83876777,1.6801083,2.11182,1.1421659,1.2161208,0.9011204,1.7876729,1.5938971,1.0439701,2.1214256,0.8717459,1.4713217,1.3384255,0.9583095,1.3833547,1.4989232,0.97656786,1.9622327,1.070467,2.0398657,1.4542623,1.2470152,1.1964699,1.1108872,0.96430135,1.758809,1.4703405,1.0982846,1.21841,1.5142273,1.0042866,0.9334348,0.89320594,1.0529246
KDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLF5,1.2585025,2.3115888,2.3295395,1.4628838,1.6759647,1.4208537,2.1083038,2.6020138,1.1228627,1.1289926,1.3065413,2.6122055,1.9478593,1.6968564,1.4180555,2.1639464,1.9094337,2.1273675,1.4465958,1.4026504,1.2779388,1.3478928,1.5548606,2.2985888,1.5538384,2.1962364,1.385449,1.4752423,1.750114,1.1875497,2.2665799,1.9385734,1.2444319,2.6461942,1.8235128,2.085181,1.3947699,2.4696,1.0064387,2.2861679,1.1891214,1.197449,1.5811598,1.386979,1.3843673,1.1874344,2.0858872,2.6011124,2.4275396,1.4041419,1.803317,2.4700625,1.1623739,1.603235,1.5069345,1.4942901,1.7438818,1.3137789,1.0777498,1.9492881,1.1005666,2.7825983,1.3004313,1.2320021,1.297061,2.7666194,1.0314012,2.1201584,2.5382311,1.4868239,1.5043707,1.12396,2.3861678,2.01877,1.3180083,2.6957488,1.0905685,1.7538961,1.7861234,1.2256565,1.7172388,1.9229879,1.3223972,2.5088902,1.330224,2.5431519,1.8089293,1.5330609,1.5123277,1.427726,1.2341951,2.1743133,1.806832,1.2976555,1.5220332,1.9665854,1.2999504,1.3341271,1.0809687,1.2771658
KLRB1,0.15653086,0.19027701,0.19102418,0.12165054,0.13694228,0.1805454,0.12944691,0.25982654,0.16902101,0.12382336,0.19566923,0.32745093,0.15150045,0.2429417,0.20384783,0.2499009,0.31474984,0.18469922,0.1404344,0.26648358,0.11495275,0.15750071,0.15933652,0.26265833,0.18590857,0.22669216,0.16126253,0.16764268,0.20926076,0.1325125,0.2463418,0.22468959,0.161875,0.24159023,0.18295196,0.15969157,0.17698386,0.1263621,0.14607729,0.2301091,0.18101673,0.14840023,0.18844149,0.10260846,0.15819496,0.16968131,0.22623804,0.23823564,0.2599724,0.14973679,0.19476676,0.19954632,0.16131613,0.14104845,0.21441558,0.1928981,0.18334101,0.1554978,0.15866105,0.28360778,0.12779169,0.31542918,0.12875757,0.1279567,0.16747124,0.2082844,0.13228893,0.21511747,0.27049938,0.15162838,0.16932851,0.15768534,0.22432227,0.28643432,0.20834841,0.21695231,0.16098963,0.14092068,0.24650848,0.16722792,0.1619899,0.23186155,0.11990119,0.36152202,0.15490463,0.26121846,0.16344261,0.18432492,0.19662355,0.18337438,0.14196485,0.20249462,0.24370992,0.1322974,0.14520141,0.16840447,0.16321808,0.12969233,0.12509018,0.19193527
KRT15,0.11237987,0.38704392,0.30368513,0.17412482,0.18790835,0.11661097,0.27263847,0.3116204,0.17616095,0.1646214,0.1376719,0.38543108,0.23542015,0.23353575,0.21544042,0.30211407,0.26993895,0.28460425,0.19043244,0.18805376,0.18550007,0.14603455,0.26025742,0.2725713,0.16348326,0.2971043,0.23765114,0.24497291,0.18278554,0.16812016,0.3305487,0.15845062,0.17016096,0.39320648,0.21786387,0.21788065,0.13562225,0.19249678,0.12850374,0.34316614,0.17324558,0.18307212,0.22429356,0.18230225,0.15760319,0.15379333,0.3235968,0.37475386,0.35611624,0.19823475,0.20385447,0.33379123,0.19113629,0.2594833,0.23093987,0.19725451,0.21074341,0.21068084,0.1735846,0.24177715,0.15663065,0.42812365,0.2149561,0.14755857,0.16554633,0.36108288,0.11950822,0.31527877,0.30748835,0.15276901,0.25516856,0.14474967,0.30277494,0.24599046,0.20344561,0.32166135,0.12637219,0.24123345,0.27350438,0.15360478,0.27997565,0.19278955,0.20331632,0.25226894,0.17233412,0.3538792,0.20171618,0.14641644,0.1837427,0.14368898,0.1445702,0.30131218,0.23705481,0.20178998,0.18986686,0.2975392,0.16084854,0.15923774,0.14428471,0.1817701
KRT7,3.2509298,6.037697,6.124856,3.7933342,4.046964,3.6500366,5.6055717,6.295701,2.9693077,2.9231036,3.394342,6.789493,4.960328,4.590838,3.554015,5.6967244,4.6990566,5.584004,3.6821175,3.716231,3.3308752,3.6292007,3.9349837,6.0372295,4.176771,5.8785343,3.6322982,3.762846,4.6609178,3.1236057,5.8067074,4.9384694,3.3598595,6.7383876,4.6891665,5.4197817,3.7500343,6.419646,2.7393587,5.7325735,3.165605,3.2309432,4.1863127,3.6268244,3.6035445,3.0901394,5.534943,6.6736307,6.115667,3.6405911,4.756145,6.343822,3.0286794,3.990787,3.8399847,3.9177637,4.578648,3.3833137,2.8173466,4.8607073,2.988017,7.1046724,3.3563004,3.0964131,3.5146828,7.081617,2.8892684,5.5691214,6.2174606,3.7497954,3.907836,2.8610437,6.0625153,5.15763,3.5521314,6.7933755,2.936324,4.5935225,4.4959593,3.2138672,4.409174,4.8175435,3.4039772,6.412572,3.5793571,6.637419,4.7414985,3.9838042,3.9004114,3.726042,3.2386508,5.544322,4.7759933,3.4446723,4.066979,5.000779,3.4778335,3.4412806,2.836586,3.4558175
KRT8,2.6027524,4.9108067,5.0399733,3.052797,3.3244011,2.860507,4.628804,5.155228,2.3479066,2.2565682,2.6951237,5.592917,4.052812,3.7034154,2.8765254,4.6606603,3.8097527,4.4269767,3.0277936,2.8898952,2.6917715,2.8724725,3.242557,4.92759,3.3446887,4.700985,2.8431714,2.9893284,3.8110094,2.4754124,4.724447,3.919464,2.575361,5.5678415,3.9230013,4.4501314,2.9433117,5.326883,2.1993535,4.768039,2.548432,2.6055448,3.5091145,2.8641047,2.9516795,2.4575212,4.601305,5.4539227,4.9745526,2.8916297,3.8012824,5.140704,2.3452432,3.221067,3.1196406,3.1038704,3.6518524,2.7081091,2.2134726,3.9739192,2.3739896,5.8655725,2.6415222,2.400679,2.7303717,5.8564615,2.2500377,4.587367,5.0615745,3.0139198,3.1136234,2.2673993,4.8873067,4.0242796,2.7805579,5.473802,2.2398987,3.7096882,3.7015486,2.5540712,3.6049414,3.9926786,2.747381,5.219803,2.8471923,5.4834867,3.8442953,3.2309499,3.1709938,2.8941557,2.509341,4.5631533,3.8433874,2.755923,3.196092,4.0789676,2.7280898,2.71925,2.2491405,2.726915
LAG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LARS,1.630744,3.1977983,3.20474,2.0306792,2.229607,1.9238778,2.9620457,3.3408353,1.5320415,1.5253075,1.8147386,3.4685907,2.6052876,2.4876044,1.8851973,2.9188225,2.5189369,3.000891,1.9082462,1.8607801,1.7693114,1.923195,2.1706445,3.1845229,2.2051406,2.9006925,1.8775753,2.0163264,2.434827,1.5770609,3.066279,2.6559865,1.75664,3.653524,2.5411985,2.87974,1.9154593,3.4274838,1.448604,3.0587318,1.679095,1.6765989,2.2374728,1.9506356,1.9033928,1.6463717,2.929042,3.4481554,3.2632077,1.8842586,2.5351226,3.3966813,1.5379016,2.1602898,2.0901265,2.072419,2.4636016,1.7833651,1.4704999,2.5768423,1.5642178,3.72183,1.7494178,1.606564,1.8260257,3.6631444,1.4891564,2.959475,3.3961895,1.9548069,2.0834537,1.5420644,3.1178336,2.661875,1.8971226,3.6951365,1.519676,2.435612,2.3277152,1.6749625,2.3326273,2.5655527,1.7280955,3.4283428,1.8543622,3.5547948,2.5688636,2.1600628,2.0380912,1.9129239,1.6803708,3.0155642,2.507325,1.8601131,2.170627,2.701038,1.8244817,1.8098981,1.4616247,1.7495515
LDHB,0.66852605,0.9889023,1.029858,0.7493611,0.75267506,0.7903634,1.0008143,0.967848,0.58498025,0.58366835,0.68260854,1.1224881,0.9184069,0.86902994,0.6858827,0.9507826,0.8808092,0.99881274,0.6749964,0.7385522,0.6891319,0.7691764,0.71675247,1.0568762,0.8421676,1.0372728,0.732776,0.73515475,0.90364224,0.6100382,0.9817534,0.9432075,0.68247867,1.0714144,0.8671939,0.918033,0.75790566,1.239209,0.58711743,0.95310974,0.64581114,0.6820822,0.7026283,0.69705915,0.7065949,0.58263654,0.9307195,1.153705,0.9831008,0.7500196,0.9353419,0.99918634,0.6380831,0.740709,0.7881831,0.7951763,0.84776735,0.63218886,0.5893853,0.904006,0.62854743,1.1553183,0.62048054,0.6335537,0.743118,1.1833974,0.57260764,1.0421414,1.1335255,0.7540195,0.74815005,0.566794,1.1102791,0.92314106,0.73831403,1.2766148,0.578824,0.83353126,0.82230794,0.68634903,0.8079454,0.9574347,0.66492724,1.081042,0.7576308,1.0666656,0.8992716,0.7820741,0.8140301,0.7702599,0.65865016,1.0056425,0.90090895,0.69656,0.7372417,0.9091607,0.6426847,0.65888673,0.5583835,0.6650125
LGALSL,0.41730297,0.8011926,0.689701,0.41741157,0.45357776,0.42494527,0.7085693,0.842039,0.41073626,0.366631,0.401199,0.8448267,0.6390921,0.58282876,0.43033668,0.70328575,0.64268005,0.78148663,0.50280935,0.4830562,0.45196363,0.49848026,0.5002955,0.6909123,0.5075602,0.71741986,0.48180372,0.5098053,0.5415138,0.39396793,0.7854072,0.5777278,0.43657693,0.8547693,0.5506897,0.6475279,0.45560625,0.72303766,0.31774956,0.7442237,0.42319295,0.43544757,0.5113375,0.46137145,0.392395,0.40508905,0.6610451,0.84567165,0.75889134,0.42968935,0.5637301,0.817362,0.38808334,0.48656964,0.48747346,0.4746895,0.62487215,0.38835952,0.39589646,0.6947226,0.39429796,0.9097639,0.41224253,0.4167505,0.45497835,0.9756761,0.32462096,0.6754246,0.726267,0.44649228,0.489136,0.34318754,0.7076604,0.65967244,0.44653815,0.8411458,0.3469088,0.5628929,0.5819128,0.44869745,0.5655066,0.54386634,0.404154,0.7672111,0.4888389,0.8159543,0.534685,0.5163545,0.54417574,0.48197272,0.4653741,0.7194155,0.6090344,0.42788517,0.42042983,0.60510284,0.42156786,0.41698325,0.29431403,0.42972565
LPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPXN,0.41603544,0.3770602,0.42547303,0.42537364,0.36874494,0.38161188,0.42585337,0.5138189,0.37149054,0.29542267,0.4213356,0.4704432,0.47285223,0.4568994,0.3510948,0.3770595,0.4410737,0.40827245,0.3007653,0.46199718,0.32679117,0.4189363,0.3461902,0.46646,0.4543496,0.45407778,0.32234037,0.38931993,0.40695372,0.33886868,0.42574605,0.50120866,0.40644193,0.5261684,0.5306618,0.40975985,0.44349292,0.45285103,0.31884468,0.38261747,0.4016655,0.39617115,0.34429675,0.41099703,0.36877257,0.36552688,0.41663888,0.42795756,0.44914418,0.4241127,0.47914687,0.5072276,0.40095145,0.42495534,0.41876236,0.3523262,0.4718992,0.36862874,0.30317903,0.4322691,0.4114274,0.4898324,0.33027706,0.3672823,0.41506204,0.52225447,0.3546313,0.49898607,0.49378762,0.44831875,0.35354063,0.3054372,0.46404755,0.34914607,0.3698967,0.5349176,0.36386088,0.4902616,0.410127,0.38332015,0.3279258,0.43155614,0.37911436,0.43232965,0.34973472,0.49649268,0.58314043,0.45929006,0.38974327,0.4472398,0.37322792,0.46685007,0.48666683,0.31549972,0.5116322,0.5126282,0.4154505,0.36619842,0.25881565,0.38004303
LRRC15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUM,1.7206849,2.8840117,2.93822,1.8850584,2.0157146,1.853357,2.746685,2.969564,1.5915759,1.442685,1.7963938,3.1164973,2.3993733,2.2064521,1.786545,2.601105,2.2899408,2.6676896,1.8969876,1.8834833,1.7106864,1.8562529,1.9830898,2.7906308,2.1390781,2.731674,1.7978817,1.9043897,2.272539,1.5941665,2.770509,2.359973,1.7099401,3.119619,2.3092625,2.7059216,1.9801339,3.1159716,1.4482534,2.7743864,1.6786841,1.6934452,2.0109913,1.8242843,1.7825661,1.559067,2.6558335,3.1072292,2.9356248,1.8624102,2.3230362,2.8818853,1.6123638,2.0105317,1.8904319,1.9476703,2.1741447,1.7141689,1.4199002,2.424692,1.5371832,3.290799,1.6517177,1.5776217,1.809,3.2879534,1.4344193,2.6788294,3.0346584,1.8726598,1.9805565,1.4834241,2.888821,2.372397,1.8036537,3.1509452,1.502578,2.1918266,2.2135274,1.7152306,2.130113,2.449115,1.722964,3.0422945,1.820859,3.2560856,2.3696442,2.0102534,1.9971541,1.819349,1.6810825,2.7426665,2.3431208,1.774101,1.9844179,2.4541228,1.748608,1.7127242,1.4162439,1.7369567
LYPD3,1.3979695,2.6380477,2.7975764,1.6879163,1.793134,1.6104565,2.5242093,2.8766642,1.2801961,1.2611536,1.4366574,3.0942001,2.185437,2.0826519,1.6011105,2.572293,2.0187304,2.416839,1.5813249,1.5946721,1.4513341,1.5698857,1.7276285,2.6746144,1.8113973,2.5643814,1.6228672,1.7082171,2.0317247,1.3078777,2.7153494,2.2349885,1.4466561,3.0920072,2.150788,2.3665571,1.6262937,2.8723214,1.1746922,2.6368423,1.3107835,1.4047644,1.8279,1.5692396,1.6485494,1.3618175,2.4856489,2.9978344,2.7031946,1.6069791,2.1259584,2.7664495,1.2725435,1.7537334,1.6571823,1.6144464,2.0617824,1.4543214,1.168685,2.118052,1.2629696,3.237513,1.460666,1.3150189,1.5534047,3.2091796,1.2176242,2.4875658,2.8108132,1.6810336,1.6738935,1.2219081,2.6602395,2.3314197,1.5335604,3.0397034,1.2720377,2.052895,1.96176,1.3634583,1.9802657,2.1434467,1.4902488,2.842204,1.5199887,2.9804878,2.0888517,1.7293668,1.7304199,1.621833,1.3735784,2.5460937,2.0341258,1.4636354,1.8140945,2.2082572,1.4837683,1.5100434,1.225956,1.5049566
LYZ,0.53226596,0.85855997,0.8314592,0.60953885,0.6361948,0.5792282,0.82915646,0.849297,0.5059829,0.45228934,0.56849045,0.884748,0.74620074,0.68724984,0.57290775,0.8207775,0.6721548,0.821432,0.50367063,0.61604977,0.47017556,0.6278576,0.5953381,0.86493516,0.65214676,0.9155938,0.5560622,0.60486144,0.676894,0.5363519,0.80166477,0.7195709,0.51048356,0.9222697,0.6753918,0.81583637,0.64077693,0.85309213,0.4923644,0.7238126,0.47062016,0.49600714,0.59146345,0.57167405,0.5485884,0.49801162,0.8999866,0.9620089,0.7895305,0.6305562,0.68869066,0.9097233,0.52925646,0.65819526,0.57746947,0.62198234,0.61258495,0.5365373,0.48255828,0.72022927,0.476041,0.9185525,0.5139285,0.5369814,0.59254825,0.9973774,0.47543016,0.77116835,0.9968161,0.58256346,0.6594442,0.4132822,0.8768087,0.78164834,0.5987294,0.98916507,0.46498808,0.6975649,0.61741596,0.5654173,0.708885,0.8018487,0.56704813,0.95050985,0.54890925,0.93675303,0.7384815,0.6383089,0.6193083,0.596896,0.53218573,0.7859631,0.7723598,0.5967202,0.63974833,0.7315373,0.4986774,0.57496685,0.4168683,0.5894894
MAP3K8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDM2,2.6085978,4.7464714,4.7040753,3.022662,3.2737124,2.860234,4.3733397,4.891306,2.3684537,2.3233998,2.735958,5.2310886,3.886438,3.5908031,2.8487668,4.4021544,3.7101398,4.2965007,2.9498165,2.9380698,2.6603897,2.923407,3.1169388,4.6794143,3.3359542,4.4533067,2.835833,3.0118005,3.694483,2.4670253,4.5037837,3.9443827,2.639811,5.3317175,3.7301977,4.272551,2.9561267,4.9660454,2.162952,4.5026054,2.5117342,2.5933378,3.3697948,2.8759673,2.8307,2.4725342,4.3563027,5.144179,4.718469,2.8684738,3.7820404,4.861321,2.47762,3.2218885,3.0893624,3.0713334,3.5574298,2.6476462,2.195381,3.8766513,2.4445975,5.4634085,2.6739361,2.4000983,2.8624802,5.5193515,2.284018,4.3721294,4.9032683,2.9520466,3.1049054,2.3257856,4.596047,3.9679828,2.881943,5.3588524,2.3131347,3.6661,3.601867,2.5979078,3.4219618,3.777558,2.756897,4.9998255,2.8696988,5.215135,3.7475402,3.1833577,3.1063879,2.9085217,2.5620415,4.406741,3.802906,2.7161977,3.2062237,3.965916,2.7501812,2.790724,2.2338705,2.7267897
MEDAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKI67,0.8415937,1.4166448,1.4264868,0.922261,1.0348307,0.9388468,1.4094387,1.6101673,0.7015494,0.78717804,0.8440421,1.6851426,1.2392085,1.1453607,0.8422518,1.4012188,1.1804521,1.3006594,0.89159197,0.9540039,0.87978745,0.8645738,0.9446128,1.5599763,1.0907109,1.3518349,0.9235546,0.95673287,1.2216077,0.76305354,1.4726931,1.2573009,0.8125374,1.7190156,1.1931828,1.3599639,0.92044294,1.5384135,0.68626094,1.4199008,0.8114727,0.7906279,0.99864644,0.9241592,0.9332659,0.7126248,1.413021,1.6309948,1.4709431,0.9009753,1.2366989,1.61958,0.7751175,1.0007709,1.0648178,0.9521209,1.1236111,0.8840061,0.6986695,1.2325376,0.7598273,1.7830018,0.89440894,0.75404197,0.8707137,1.807602,0.6886677,1.4560074,1.6286178,0.93605095,0.97154623,0.7408735,1.504235,1.2855488,0.8234208,1.6633426,0.73906356,1.1475419,1.1516347,0.8174183,1.1229146,1.2312157,0.86495763,1.6545832,0.844609,1.684069,1.1836452,0.98681545,1.0029255,0.89257306,0.7721301,1.4366521,1.1938512,0.87550646,1.0687305,1.3035929,0.81509036,0.8394725,0.74658954,0.8413889
MLPH,2.4059565,4.412309,4.5116224,2.7711241,2.9879196,2.6640394,4.156032,4.630676,2.1694274,2.1248536,2.5278199,4.9731517,3.7279713,3.3794606,2.6708858,4.130482,3.450254,4.0733137,2.7535083,2.6943674,2.4161327,2.6687775,2.965815,4.3709035,3.0386,4.222115,2.617248,2.783167,3.3886864,2.2507925,4.328907,3.6231127,2.4482663,5.032107,3.4425218,4.051121,2.6662078,4.766509,1.9560369,4.2601013,2.2961423,2.347212,3.0570295,2.7473328,2.6781015,2.239385,4.208057,4.9014263,4.509089,2.648046,3.5148747,4.6805034,2.223916,2.9742913,2.8276775,2.9030583,3.3781588,2.5158527,2.0314233,3.5775633,2.150045,5.221324,2.4500713,2.2369828,2.5395975,5.2910085,2.057764,4.1050067,4.6248307,2.761835,2.8722475,2.081947,4.483909,3.7510839,2.5574677,5.0365915,2.0583308,3.4453878,3.2724352,2.3557878,3.2356296,3.5935667,2.4810982,4.774542,2.6020918,4.912574,3.4516044,2.9019797,2.9179902,2.6810937,2.3316066,4.180853,3.4927642,2.5212631,2.950107,3.6963851,2.534306,2.56114,2.1050596,2.466718
MMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMP2,0.75461745,1.1905214,1.1940951,0.83434,0.90605235,0.88256186,1.1091661,1.1772642,0.75251913,0.7031673,0.82440025,1.1907539,0.99443126,0.9271008,0.8042135,1.059981,0.9871643,1.1482238,0.7120301,0.91425717,0.764887,0.87321836,0.8177736,1.2140061,0.95677483,1.117031,0.8090537,0.8103476,0.8963768,0.7471056,1.1589464,0.96875465,0.7927608,1.2773045,0.9384052,1.0767478,0.89291006,1.2710071,0.63369995,1.094029,0.73597676,0.7245168,0.823751,0.8624632,0.7427794,0.76588494,1.116134,1.1811792,1.1813141,0.8503081,0.9613066,1.231304,0.7672839,0.8958399,0.8929651,0.92424124,0.94488925,0.76213855,0.67943805,1.0089757,0.7251148,1.313175,0.7329068,0.73341453,0.8421814,1.3760501,0.67466193,1.1311986,1.2788231,0.8702095,0.88436425,0.69082826,1.2554935,1.0911283,0.83490014,1.393114,0.7019459,0.96176404,0.89591044,0.82312983,0.88718265,0.9898345,0.6999525,1.1545316,0.7967915,1.3539771,0.9538257,0.88847995,0.8446855,0.8290822,0.7616759,1.1674266,1.0301144,0.78989327,0.8325264,0.976889,0.76031977,0.7949226,0.6282898,0.74701643
MMRN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
